tweets,ClassLabel
stop being a little bitch and fuck her right in the pussy,1
my idea of a diet is eating regular oreo instead of double tuft and takin off half the cookie still dipitin2,2
the first day of school lost student say bro you know w hem echo bitch as up,1
bitch love u lol,1
rti dk why your favor it ing shit hoe bye,1
have you bitch done your ke gal today,1
so yam are as or pussy,1
where my bitch from the itty bitty titty committe,1
lol robbing a int the word damn you wa robbing them bitch,1
some bitch be forgetting,1
beautiful smile and colored eye,2
babe we buy brazilian and peruvian not bengali,2
nigga can do slope intercept form equation but cant make scrambled fuckin egg that salil backwards,1
giant pitiful jet pitiful mets pitiful yankee pitiful net pitiful knicks pitiful ny sport pitiful,2
lewis so trash lmao,2
rtlolthatsgrwnmanshitnd bitch bl oven it,1
nigga wanna bitch about a party y all know my address knock at my door,0
if u dont want your heartbroken then dont check for a nigga who entertain shoe,0
r tim about my comma bitch period,1
these bitch so fucking stupid smh,1
ariana grande built like a13 year old chinese boy bitch shaped like aniphone3gsbutniggas go crazy over her she no,1
bitch love posting them goal pic showing a range rover mansion and money everywhere bitch you unemployed,1
bitch see a picture of a couple walking on the stair together and caption it goal bitch all they doing is going,1
rti had such a classic style of tweet ing troll dyke tweet s list etc it crazy how many nigga tweet just like me now,1
rti remember i wa having phone sex with a white bitch and she said her pussy tasted like salt and vinegar chip saint tal,1
if this nigga kanye took kim k to wendys this mean yall regular hoe dont deserve the m200dates8230,1
miley cyrus pussy probably taste like wet dog she ha a negative as and the bitch look like justin bieber she so ove,0
my girl told me she wa on her period i immediately power bombed her hoe as,1
thats logic for a hoe if you single nobody can tell you what to do right right,1
you unhappy scrappy i got pataki at me bitch say im tacky daddy range look like laffy taffy,1
insta gram always be acting like a bitch br uh,1
will your bitch do this for you,1
loyalty is not dead gt fo dont marginalize me bitch,1
yeah we cant wrestle might have to rock bottom you for ea lima big bitch and proud lol let me live,1
hit the bitch nd forget the bitch but i left my kid on her fuckin face,1
rtdamncuhalumohemynigga just make sure you alu polo sihon if o,1
r to uuu a it asian aalupolosihonifonamutae,2
ugly hoe love to fight lmao the ya int got none to lose,1
give u our credit bitch we went out there took that w8221tooktha,1
dont forget we gotta take out trash and need milk and spermicidal lube,2
scorpio aka hoe season right around the corner,1
that bitch had to pull my hair to win lol so what do you tweet if you lose,1
be right when u wanna fuckabadhoetooorahoeu didnt really wanna fuck,1
if ie at the pussy and it taste like mold is to psoucanttellppliateuifia int finish,1
if he tell u that u got some good pussy but he never try to hit again what that mean,1
jody wa really a pussy tho he let some lil nigga jump him and take his bike old head on ned him in front of his mama,1
lol nigga like damn why would this bitch do this i helped your family move and the dryer almost fell,1
long distance sex will definitely have u thinking u like a bitch a lil too much,1
nowadays if u have a threesome with these new generation bitch that one hoe gonna go tell everybody she fucked both,1
female ig model in person be so trash,2
nigga fuck you u a bitch as nigga data int sneak dis nu bitch made shit starter a sneak dis,1
all the hoe know each other,1
rti forgive all u hoe girl,1
the top come back for when you call aniggaugly1i still pull more hoe than you,1
r trip robin williams im gonna fuck the baddest bitch tonight for you br uh,1
hell nah bitch,1
thats when you say this bitch a int got no job ml,1
these bitch a int shit pussy is my greatest vice i love smokin weed i hate advice,1
remember all the trash on the floor of your car we upgraded it put wale the gifted so it feel like your old car htt,2
rihanna is a talented hoe,1
rtd ez is caked up with some bitch or something cause he not playing like dez bryant goddammit patr,1
one nigga from the past told me one thing id never forget one man trash is another man s treasure,1
rtn icca said imma slap yadaddyoutdenputemndayo he still that nigga when he a ints,1
rte at mango get bitch to be honest i dont do either of these,1
rty all hoe andy all plastic as body ma aaa an smh,1
shout out to my mama cause shea int raise no hoe,1
lmfao oo like is this bitch alan ah serious,1
exactly same shit is aid gtgtgt so nobody think mimi wa outta line for inviting stevie j to the gay nic cav,0
id rather argue makeup then fight break up cause thirsty bitch love to see happy home fuc,1
taco over hoe,1
r tim shitty but i promise uim better than that bitch,1
good pussy have a nigga like funniest thin give ever seen on,1
r tim a lil bitch,1
mets superstar pitcher is at the yankee game wearing a knicks hat knicks tape,2
lmao damn this bitch so trash lmao,1
nigga be trippin about they shoe in club stfu wear them hoe for nigga all my shoe club shoe,1
rtu want a nigga to just spend all his hard earned money on u hoe go strip that solves that problem lol,1
rti color my entire arm black with a sharpie and fist my wife s asshole just so she know what a nigger dick feel like,0
rti gave up calling my wife a nigger during sex for lent,1
fighting over a hoe is one of the lamest thing you can do,1
on nigger day we honor nigger tradition by not working,0
so wake the bitchupljackbauer24lad,1
searching for these hoesigot8221youaint the only one br uh,1
bc her as fat may be her pussy wack it drove herman to crack rtkhloekardashianis winning at life http,1
grow up bitch,1
rthot97trash,2
today something is dope tomorrow that same thing is trash next month it is irrelevant next year it classic,2
i swear bitch fall over nigga who dont believe in combing their hair,1
told your tart prize is more than trash,2
rty a beat trash nigga sosa on the beat fuck who dont like,1
five thing ill never give a bitch 1myheart2myweed3my money 4mytwitter5my netflix password,1
so to them side host hat know they the side ho we need more of ya,1
ross pulling hoe,1
when yall got the same baby mama and realize that bitch is the real enemy,1
all i want for my bir day is a big booty hoe he gotta big booty soic all her big booty lyric you like to scream,1
sometimes i turn my phone on loud to tweet just to hear the bird chirp true story team i phone,2
superman man of steel emotion of bitch true story,1
we all know that one person that could say anything and you just look at them thinking your e retarded stfu stupid bitch,0
if ya friend always try nna get you to break up wityaniggaordothotshitw it them them bitch really a int ya friend,1
for year two fan base unc and indiana have said they do thing the right way while uk and others are rogue my ho,2
bitch think she know everything ha,1
you cant please everyone and you shouldnt nothing good come from having people who say faggot a an insult on your,1
you know how in superhero story the best insult for superheroes dumb mooks can come up with is do gooder white knight,2
rtr et we ets the most random shit just cause a bad bitch tweet edit,1
if you buy ticket for transformer 3d they just lock you in an aluminum trashcan and toss you from an overpass in torus,2
amber rose is everything at the vmas killen every bitch,1
and im that bitch who doesn t forget,1
r tim your bitch down for whatever,1
so it rude to talk about fat bitch but it cool to talk about skinny bitch c u i know a lot of thick hoe on the ver,1
you keep your bit chill stay on my grind,1
key open door when them key is albino,2
r there is a michael brown supporter he say white are just evil albino black baby seriously tcot8230,0
wtf this bitch sound retarded,1
rtwrite16bars about your side hoe and money so she know it real,1
rtjustgot11inflappybird holy shit,1
lmao that bitch saw the camera looked up at the big screen n then realized,1
when y aside hoe playing too much all you want is head,1
rti only eat g luton free pussy lil b,1
that nerdy fat bitch yes sir she fucked the based god lil b,1
ultimate bitch mixtape is done word from lil bli lb,1
rtdatsyidontarguewitdese bitch lol keep it brief trapp all s,1
still texan nation hoe,1
isi and jihadi terrorist post 90tweets every minute to spread propaganda,2
go home bitch,1
bit chest werk to anything rock country these bitch at werk to gospel to take me to the king,1
id never send my kid to private school because then they would never experience ghetto public school fight,2
r tim so hungry if someone would send me a flying parachute with brownie attached to it like they do in the hunger game tha,2
lana us the term bad bit china uv track ive never been more proud,1
bit chill end your fucking life you a fuck boy,1
pepsico l art lady what doe your pussy taste like,1
magnus the team leader wa particularly rude and unhelpful a opposed to charlie who just blatantly lied awful service,2
rtsmhugotebolanowrti stick my foot out to feel some freshness and this bitch as mosquito ha the nerve to,1
rtnov222012 thanksgiving dinner 200pmproofonmainaday being preoccupied with a giant bird in your http,2
rti love everybody ion hate these bitch,1
wcw both the babe love thse sexy bitch best friend babe,1
i hate when a bitch say she dont care if her nigga broke and he got nothing going for himself acting like a fake ri,1
getting all these check like nike im icy and yo bitch like me dice soho,1
eating pussy is good eating everybody pussy a int healthy,1
mother of manchester terror twin who went to syria to become jihadi bride snatched by isi v,2
furry bah in my pay pay voice the hoe are for everybody my nigga,0
to fez your nipple couldnt be covered by two trash can lid,1
kevin love out here be in a hoe just let the world know ugonnabealaker2015 season dawg,1
video on talking trash while facing during to day scrimmage 8230,2
if your gf bf dont like or talk to that bitch nigga you dont talk to that bitch nigga,1
fuck a hoe respect a woman love a lady,1
braxton curti a hoe as nigga and we ni see him ima smack him like dalilbitchheis300,1
this bitch playing volleyball in timberland edmondson kid,1
nice baby bump bitch,1
yeah right queer the only piece of as youve ever got is when it finger broke thru the toilet paper,1
racist white cop arresting black again cant wait till black cop arrest whities then hear them bitch fast food strike,1
seven gram in the blunt almost drowned in her pussy so i swam to her butt quote this with a weezy verse,1
r tural il bitch if you dont have your read receipt on shady,1
you be smokin my dick bitch,1
rti dive in tha pussy like,1
your a early bird,2
yankee fan having flashback you remember this phil hughes it already 4to0 still no,2
r task dr mann is having no amici brief filed on your behalf kind of like charlie brown never ever getting any valentin,2
karma a bitch and so are you and i genuinely mean that cant trust anyone hate fake people,1
adam is a sexy bitch conceded as jk il usm,1
r told bitch love having a garden,1
rt1wearenotthecubs2 we are not the pirate 3wedamnsureaintnofing cardinal who care abo,1
when your e a local in pc you cant love anybody because everybody turn into hoe on spring break,1
rtbainwasntnohoeassnigga at all,1
cant none of them hoe swim they renamed that bitch the yacht club,1
doi fuck her or feed her i hate fat thick bitch,1
i dont stand in line at club the security come escort me in yellow diamond tell a bitch get over here scorpion,1
r tim not lickin that mini fro bitch,1
r tit the most annoying shit in the world when a bitch start talkin bout something then say never mind,1
joe changed her life and went back to his old bitch ha he got them bitch worked o,1
kill lee shoe when i feel like it,1
trash liar these law student are terrible liar htg awm,2
muslim group slaughter s43 child in nigerian school child burned alive shot litthroatstried2 escape http,2
jihadi in chief hussein urge restraint in fighting islamic butcher apparently we should be nice to isi we might hurt,2
bitch dont do this,1
rtbitchyouahoecheckyodms can i get a new follower 8221,1
rti wish i had a flying nimbus so when i picked up hoe i could tell if they pure hearted bitch a hoe he gon drop into,1
bitch where you see a katy or perry in that pic rtkatyperryissofit8221,1
r tit all fun and game until i have to slap a bitch,1
man bitch you then fucked up ill burny all house down again hoe thats why bumblebee your real grandma hoe,1
man fuck flappy bird,1
baddest bitch didnt win queen fuck the mexican sill buy yo house,1
yo bitch dont avoid me he wanna spoil me,1
cant be letting them messy hoe mess with yo business,1
rty all save hoe id ratha save paper,1
fella guess what we dont like to be asked why were looking mean it called resting bitch face we just look this w,1
you bitch are grade a weird,1
rtb dub is packed with be an er,0
you got hoe i got nigga,1
but let an gga ask a chick to give him some money how yallho essay it swerve that show you make her stay or leave,1
stevie j playa of the yrtholhhatlreunionheaint no player he stand solid behind his bullshit and bitch respect that,1
suck yo momma flappy bird,1
rty all hoe super weak kkkk kkk,1
when you a int had pussy in a hot minute 8221omm,1
calm down bitch touch my boob ill it your dick off staple it to your forehead since you wanna be a,1
my timeline right now raven raven raven commercial tweet raven raven raven some bitch talkin,1
dont no nigga want no broke as bitch but it crazy how a bitch will do all she can to better a broke as nigga,1
that pussy is never yours it just your turn remember that,1
when your side bitch try to hug you in public,1
nigga talk more than bitch these day let that sink in,1
get fucked you racist inbred hillbilly fuck,0
who ong z defense team is paying medium to trash the prosecution constantly,2
iggy s sex tape is prolly gon be trash the nigga he made it with is ugly,1
that she r fault for not asking before she sent her number tho8221dumbbitch,1
bitch by ert dawg look at this shit 8221,1
big booty sour face no hair or shea hoe,1
i cant fuck with sentimental bitch,1
be a girl with a mind a princess with class a bitch that doesnt give a fuck,1
dont be a bitch dude easiest way to get your bro to do something,1
girl hey beautiful friendship last s2monthsbrossup pussy friendship last for ever,1
rtl awd twitter will humble the fuck out of a hoe so quick,1
new orleans is still trash,2
rti only wear weave because i like it a bitch got hair,1
when someone is murdered the police investigate the spouse first and that tell you everything you need to know abo,2
breaking florida prolife gov rick scott defeat pro abortion challenger charlie crist t cot http,2
plot twist it take a lot to cut that bitch off,1
pity party are trash i dont throw them,2
after a long day at work bitch w unna rest her foot on me lol,1
a a fat nigga i a int ever gotten a broad off anything but the content of my character dont no bitch think im sex,1
pussy,1
corny sex being having you wanna kill that bitch right then there,1
im just a average nigg uh who chasin his money dream while tryin stay out of trouble,1
r tim a beat with pussy up like ray rice hit it with a left i dont need a right remix to soon http,1
rtbu mass bitch u look like a hype t hot as ua hot ready dirty ho,1
rtdatshowudropitdumhoask about me b4yujumponmydickhoorreed about me yu cluck asst hot,1
bitch gonedowatbitchesdo300,1
r terr day i take chance real street nigga hit take chance by fuckin wit u not hinasshoessumtimelol300,1
rti a int chasin nohoesigotasthmalol300,1
r tion feel desenihhasorbitches300,1
r trip blood money shor yy wa a rider blewdat50atshyglizzy bitch as in his own city yeayea300,1
this bitch must b from jojo world,1
why bitch brag about being crazy like that scute thats like a nigga bragging about how abusive he is,1
eddie lacy rookie of the year well deserved the greenyellow bumblebee bekuzifhehityaitsgon sting greenbay all,2
rtpi k taken by biebzshoutoutmynigjereme rogers,1
who do bitch take me for,1
typical coon activity,0
if you only start we ets in hope that you will magically get pussy good luck and keep it up,1
bitch bye,1
and i thought i had a problem oreo,2
the monalisa could ve been a bad bitch,1
hippie dressed tum blr bitch smoke a blunt and all of a sudden theyre the most abstract thinker of,1
had to charge my ipod fuck the redskin,1
holy fucking shit why is a game against a third string qb redskin team sogut wrenching,1
is everyone on the redskin lathered in oil what the fuck,1
that fucking san francisco game man wish that trash as garbage team never won i pray that they meet in the fucking,1
rtc all my son nigger even respectable white ppl will be uncomfortable w you call him thug you probably can get off w,1
that bitch cut me off lmfao oooo ooo ooo,1
juan like black girl monday wednesday spanish girl thursday friday white bitch on the weekend tbb,1
why do bitch hate on another bitch relationship,1
after bitch get da dick they be dick matiz ed,1
r tomlin ever questioned my nigga ab another bitch if the nigga ever said some shit like that that nigga lied,1
good pussy take your mind off the struggle and stress of everyday life,1
r tit a lot easier to let go of a girl if you find out shes been giving the pussy out like goodie bag at a birthday bash,1
when i say tainted i dont necessarily mean hoe or scandalous it could be a number of thing,2
if you really wanna please your man seeing him pleased gon turn you on but you know bitch a int really what they clai,1
the week nd fan are all the same person to me half hoe a quarter gothic a quarter hipster,1
thats what i call the bitch and block if you fuck with someone stay and fight she hitt,1
the only thing that cunt talked about wa me cry about the traffic jam know nothing abou,1
trash him for name calling read your shit to me bitch thats all you got,1
she got the body of afaggot8221,1
let me make this clear i dont need no fucking body i dont need none of you whack a shoe too be friend,1
rtcm chat why do u think it so hard for hickhop2get major airtime on most station cm chat when it sw,2
r tncs weather is seriously fucken retarded how is it gonna be 40 something today and almost 80 saturday,1
yes it that one ooze this nigg uh,1
when i make the paper ball into the trash can,2
when you eat food thats too hot and start breathing like a retarded dragon,2
kicked the soul outta dis bitch,1
rtamoaesagentequemeodia,2
if you love her hide your bitch so you keep shorty,1
these hoe saint loyal,1
and if you a int aho get up out my trap house,1
project hoe when bitch get that income tax they do shit like this 8221,1
rti a int got no problem chick goin on va cay to the state to be hoe just declare ya aid at the border when ya come back,1
chill tweet you dont like bitch wit short hairy a mention sgonbefullofthis8230,1
you a pussy i see yo whisker,1
rti am a california state assemblywoman but remain a proud union member celebrating labor day weekend ho,2
female always complaining about some shit nigga saint doing right like bitch dont have flaw,1
anyone and everyone can have my ex fuck that hoe,1
lmao ooo when you break up with your bf and you gotta pull out your old hoe move like,1
rtsexon1stdatedont mean you ahoewaiting90dayswont make you a wife cute pic dont me any all happy having a titled,1
that guy who you reso into and who is constantly an asshole to you doesnt give a damn about you beyond ur pussy,1
dyke bitch walk around proud with their pregnant girlfriend like they got her pregnant,1
eating pussy is dangerous bitch be trying to snap your fucking neck,1
rti need a ride or die bitch,1
if that nigga santa come to the hood nigga gonna rob him for his sleigh and his hohoho e,1
just cause i liked a photo from 32weeksagodontmeanims talking you bitch you just dont look a good a you used to,1
lord help this bitch,1
this bitch foot been through 20 year of slavery,1
r tweed louder than a dark skin bitch in the club,1
well damn girl you a bad bitch now,1
when a bitch read your message but doesnt respond,1
r tim a bitch when im hungry,1
rti would never be with someone thats afraid to tell nigga and bitch were together i look like a secret fuck out tah,1
rtu look like an all black persian rug with no design on that bitch and couple nut stain dingy boy,1
rti wish it wa appropriate to go around slapping bitch when they say stupid shit,1
if he cant hear that pussy smacking then i taint wet enough,1
r texes swear they can do better then you see their next bitch,1
rtp nd vocal so trash lmao,2
gay girl really do get more pussy than nigga,1
news democrat and antisemitism jewish group condemns vp joe bidens offensive reference to shylocks8230,2
a nigga gone be a nigga im sorry a hoe gone be a hoe regardless,1
kanye wa like if any of you bitch even think about attacking me in the elevator,1
unt really fucking suck this year smh how did they get right back to trash in one season,1
rtb pg bitch,1
iggy got a fat as but other than the bitch look like a flounder fish,1
pregnant sec up p classic response to liberal dem who call her chunky with bonus tweet s via,2
hazel e look like a bird her and ka ep prolly related by nose and shit thats why berg wont ever make her dat bit,1
free pancake day at ihop side bitch finna finally get a date out a nigga,1
when a bitch start looking at bae,1
friendly reminder that you shouldnt try to have sex with bird,2
rtkikmeasshoesrtgotani phone but it off as bitch,1
rta bird doesnt sing because it ha an answer it sings because it ha a song,2
life a bitch you ve got to go out and kick as,1
when a nigga dont care if you leave it cause he gotta another bitch he wa tired of creeping w anyway,1
cant no bitch tell me a nigga not mine until she ready to tell me how tfhe her sits level to this shit,1
proudly a racist u dumb nigger,0
you dont love her if you keep a couple other hoe on the side,1
dude last day fuck it walk out that bitch,1
rt5sos are trash,2
thats what sport are about forget the arrogance trash talking it about making people feel like they are a part,2
whats going down pussy,1
oreo being adorable,2
if you dont rtc at tweet s your e just a big pussy,1
cant treat these hoe like lady man,1
knew a bad bitch but she wa kinda slow,1
rti heard love dont love you by en vogue at work last night shit groovy a a bitch,1
big night at wcvb martha coakley charlie baker debate here at7 bruin minnesota wild world series game 6,2
ford ford just a fancy name for a fag mobile,1
rti do not love these hoe,1
jamal is a fool first he called me a leprechaun then he said my heart cant be blue or purple it gotta be yellow or,2
you local as bitch,1
trash talked by many hated by some guess how many fuck i give it le than one,1
id rather be from a rancho then live in ghetto as urban area with nigger and nigger impersonator adopting ni,0
start cry and stalking him faggot i want to laff,0
not gonna happen the coward nigger get lit up he know it pac ha to sign to tmt but why di,0
rtlm a ooo the cleveland g00nsentd rose to hell last night in his own home and this faggot disappeared,1
r to mg october is gonna be the best month ever basic bitch,1
rtl uvn hip hop check drying up bitch turning to insurance scam,1
if you dont see the connection between legitimizing the queer lifestyle and an increase in std and sexual deviancy yo,0
rise of the planet of the ape,2
rtnah2013wastrashrt2014 wa so trash dawg,2
i dont understand how so many american can hate on obama for saluting with a latte nobody tell these swag fag anything abo,1
rtigot11 nugget this time bitch couldnt be happier,1
rti told ub out doing that some niggaz will say and pay anything to get the pussy must be you,1
noooo let me tell yall some bitch in baltimore be ratchet tttt t,1
derek jeter and the present paul konerko with a retirement gift watch 8230,2
rtsince1914derekjeters91 multihit game vsare4th most among behind gehrigs121ruths99an,2
over time bitch,1
r thes an idiot miserable trash excuse for a man,2
rti want someone i can call my own without another bitch taking claim on him simultaneously,1
got this bitch at work mad with me bc here x bitch on my dick,1
direction ers1ds monkey around onset of steal my girl video 8230,2
gt tragedy smh nigga dont know you but will throw dirt on your name for the pussy you h,0
rte very bad bitch come with mood swing,1
you suppose to keep your hoe from finding out about each other,1
yeah they trash q this man capitalized hishthoimtakinallyafans,2
liam gallagher came to see me perform tonight he said i wa a mental cunt thats fucking amazing,1
bowe bergdahl there hasnt been a trade this lopsided since babe ruth wa traded to the yankee for non on anette cash,2
rtc tfu nigga only call you a bitch when you speaking the truth about em or they dont get they way,1
r to mg hahaha best thing you will watch today milan lucic is a crybaby bitch go on fhimandfthebruins8230,1
look at all those fake as fuck boy as desperate for a ring as trash as fake as fan out there,1
coon meat made me ill to even type that racist much,1
torus better watch out from her hoe shes gonna get caught up,1
rti have to pretend like imac old hearted bitch and cut you off in an instant without a second thought when actually i,1
call da popo hoe,1
rtyouaintgontakeapictho not scared to im in a japanese steakhouse tho bitch wa walking quick,1
vintage mickey,2
the world wouldnt be a fun if hoe didnt exist,1
rti sell dope i fuck hoe and make song bout the shit i rob nigga for they work and dont feel wrong bout the shit,1
nbc news project charlie baker r win massachusetts governor,2
hoodie is a little bitch when wa the last time you heard about hoodies team mike put all hi,1
no bitch a schick flick will ever be assad a this movie,1
all isee over insta gram alice texas hoe thats so low even for alice,1
lol my wall of trust is so thick now if im the biggest bitch youve ever met youll know why,1
welcome to good burger home of the good burger can i fuck your bitch,1
we put a redneck in the whitehouse it gonna be the camo house,1
it ni bahadur i interview me into hamesh amarnekotayyarrehtehogot scared of cracker lol8230,2
rti taint nothing to cut that bitch off,1
back in this bitch,1
this bitch went full on retard,1
when i make the paper ball into the trash can,2
when your trying to resist the urge to smack a bitch,1
breaking charlie crist file emergency motion for a mulligan,2
you zz a bitch,1
when someone s phone go off in the cinema i want to jump across the seat and fly kick dat bitch,1
bae mean before anything else i always thought it wa a ghetto word for babe,2
ever leave me around your bitch imma get her stoned,1
trying so hard to resist the urge to smack a bitch,1
project drug bitch,1
they trash pointless bitch in the club rts mfh,1
rtabitchagetchalkedb4i catch feeling,1
damn hoe a skin nigga doi smoke no bitch u not getting smoked out tonight,1
if i did smoke i would not be smokin hoe out le they gettin fucked on,1
if yoho e choose let her choose fuck her friend or her momma,1
twit pic your reaction if you find out the love of your life selling pussy sold pussy on backpage 8230,1
rt50rtsilltakethemicsay fuck her right in the pussy,1
you got nigga and i got bitch,1
your e a fucking pussy and no this isnt a joke you girly little bitch,1
charlie baker about to make his final election eve campaign stop here at swampscott high school wcvbwcvbpoli8230,2
congressional hopeful richard tise i stop in at baker swampscott rally but still no charlie wcvb,2
still waiting for charlie baker to take the stage in swampscott wcvb,2
slowly moving down the list in b and hoe i already know nolan and lamar stock is rising lol,1
basic bitch starter pack,1
cranberry juice niggah100 cranberry with vitamin c youll piss it out,1
rtm igos concert wa turn taf last night but shut that bitch down with ot nigga fr fr,1
dumb bitch,1
if u a int making music for me to sip henny tou a bitch soma co winnin if he from a island no f,1
r too mf teeth are quite yellow,2
in conclusion lois lerner is a giant bitch,1
rtcc rosemary lehm berg r till show you how to chug a beer motherf ker beer fest,1
r twin since pile of trash went to new orleans buffalo 1000 new orleans 00000000000000fuckbyrdwh one,1
my favorite shark is mega ld on my least favorite is a mudshark they are the worst,2
you a pussy bitch and i kick your as in gta but your e chill a fuck and we need that 1v1in basketball again,1
when american claim isi is just a local threat reply you mean just to iraq syria turkey jordan saudi arabia leb,2
happy birthday bitch,1
charlie rangel rewrite history on gop they think they won the civil war,2
wipe the cum out of them faggot contact lens is wild in cant see shit,1
ready to slay these bitch and im not even halfway the w my soak,1
this bitch is awesome 8221 need this,1
and rounding out our cnn ebola panel tonight the monkey from the 1995 film outbreak,2
rti go on drudgereport everyday now hoping to see a story about your tranny army,2
and she swatch in him with those eye and shes makin him linguine clam with that body i just know it,2
yes the bird tweet sin the morning are lovely but remember what you rehearing is bird cock here get some rock hard bird,1
this dumb bitch said no matter what a man say the only way hell truly respect you is if u hold out sex,1
not all black girl are ghetto though,2
i cant wait till uy a boyfriend breakup that nigga act like he own the pussy,1
but it some bad bitch on backpage you might find one of yo follower on there too where they at do,1
some of yall hoe so worried about yall eyebrow yall forgot yall had a mustache lmao,0
rtf am rti taint nothin to cut that bitch off vincent van gogh,1
thank you to the perkins student section for participating in the yellow out we all really appreciated it,2
apartheid pedestrian check show me your freedom paper you darky,0
scott walker investigate christie bridge gate perry drunk monkey de md agate all men innocent all threat to left,2
apparently the current hair trend for hollywood bitch is to look like you lost a fight with a weed whacker,1
rt502nd yellowcard issued for temple,2
cheating on a good woman is like eating out of the trash instead going out for steak truth,2
kim kar dash ian had a baby in more important news i took out the trash last night,2
monday whatsup you ugly bitch,1
one man trash is another man s girlfriend,1
hearing a bitch tell a story and all u can think is lie lie lie,1
rtrtifurasassyassbitch,1
are you in london this evening well ex iron maiden member tony moor will be busking outside balham train station from,2
coming soon on a bitch nigga monster tape1028,1
rtr t when dyke hear lady free before 10,1
this bitch is fucking insane 2 what is a sentence that describes you in5 word,1
no filter i been getting money i a int worried bout aho no matter the occasion ima always get the dough 8230,1
shy girl are cute,2
shout out to chris brown for beating up another bitch,1
this tall goofy bitch just walked in the club it your britney griner look in as down,1
happy birthday freshman faggot,0
real lil bitch you short a fuck,1
he ha a date hoe,1
shout out to the faggot who took a million and oneself iesonmyphone8230,1
charlie rangel should apologize to tea party member ill setup meeting so he can explain his outrageous comment,2
rtgot99 cooky because a bitch ate one,1
time to go to the studio and make really good music so i can act like i dont know the bitch that flexed on me since,1
this really how bitch be to lmfao,1
fix the fucking sniper you retarded piece of shit fucking overpowered a fuck they aim down faster then,1
if you snipe your e a fucking faggot i fucking hope all of you sniper get fucking raped and suffer from cancer,0
zr grizz should stop paling video game at the age of 40 fucking stop playing like pussy,1
if a nigga talkin shit about mean you around sittin there quiet you sa fuckin bit chan i dont fuck with you real wr,1
this hoe as ref got hit and fined the fighter,1
such a hoe,1
when i see a girl wither nigga i be like bitch bet i can snatch from you but i a int even gone do it lol,1
on mamma siga int ready for maw cwsi got sum bad bitch up ma sleeve boil ol magician as nigga lmao,1
rts he threw me that pussy bt in eva caught it gay,1
rti fuck with all yawyawallmynigs,1
rti googled her number and found she wa a hoe,1
i hate when bitch say that a int cuteloldidisayiwastrynna be cute,1
only ugly girl can fight pretty bitch have no hand lol,1
yo nigga would fuck with you broke or not if they really yo nigga you a bitch if you only fuck with yoni ggs when they g,1
i havent had sex in forever a bitch could send me a emo jian did catch my nut,1
so glad charlie agrees with carol and cnn that assaulting girl is ok,2
school a bitch,1
my last bitch wa 18bitchcameindatraptryna vine dado pefuhlikesherfuneralwas3 day after dat,1
rti never talk to anybody ha dinner with family i hate everyone defends 45 people when i call them cunt,1
rtfvckfriendsfvckhoes,1
this sam guy is a fucking pussy,1
yankee offseason plan sign sandoval move a rod to first base shoot teixeira and throw his corpse in the east river y,2
how ghetto girl start their fight,1
if u say blessed ur hash tag lying and r probably unhappy wur life fake bitch lolz,1
like if youre a bitch own it and be a bitch but just cuz you got some flower emo ji in some tweet s doesnt mean your e som,1
rti know what color my skin is you can stop with the friendly reminder bitch,1
when kendrick lamar said i call a bitch a bitch a hoe a hoe a woman a woman i knew he wa onto something he wa pre,1
if youre a hoe dont expect princess treatment,1
my mother be on some trashman i ask her every day you need want some money she say na wim good but come payday,2
woah did this bitch say love,1
adorable tiny monkey showering in a sink is the cutest viral video youll see this weekend http,2
she eeee it you tell me iwan a fat bitch that smell like bologna,1
fella take note eating pussy keep your lip soft,1
i dont fuckwit fake hoe all itouch is j los,1
rt8221ooooo give this one to the hot pocket hoe aamu,1
but yall make the mutual decision to have sex on the first date but she s trash what kind of math,2
good pussy is like a drug,1
the power thrust 8221hereallyinthathoeomg,1
in security are such a bitch,1
rti already know you trash if being tatted is on the list of thing you want in a nigga off top,1
basti no is my nigga h,1
r tit annoying when ppl follow to un follow like bitch i wa trying to be considerate,1
dont be a faggot cover your mouth when you fkn cough or sneeze i got a immune system to keep strong asshole,0
rtwydhoebucketheyyy,1
her being albino isnt the problem it that gut that hair and that fishnet she decided to wear sooo many thing wrong w,2
still wish in all of my old hoe the best,1
r tayo take this pic for me fam you think the bitch gon fuck with this pic lma,1
make sure her titty out rtb out a take a pic of her laying on me like the side bitch do,1
word and it dont make uaho er tit okay to have sex on first date long a the feeling is mutual,2
just swing thats why i fucked yo bitch i mean what can you say back to that,1
r trick scott v charlie crist is the worst gubernatorial election in america and it the face of our ugly future 8230,2
rtitextbitchesat1112 make they wish come true,1
look at u now u pregnant stupid bitch lol,0
so tired of yall hoe giving a shout out toy all moma talking bout shea int raise no hoe,1
rti got a handful la brother trek gang bitch we hustle,1
rti love pussy,1
bitch your e retarded men that cook should wear panty too,1
hoe be mad at you cause your nigga wanted you over her,1
who got time to be having dem hoe that saint wassup no more,1
rti envy bitch with long full eyelash,1
jeff fisher saved by the ref that wa karma but the zebra messed with it,2
bitch be swearing they pussy soooo good nonsense,1
how to get bitch,1
rti got no interest in tall skinny model bitch i like my woman with some a ship,1
that shit could break you down if you lose a good girl i guess you need a bad bitch to come around and make it up,1
rtt witters home button is a bird house when you join your e an egg the logo is a bird most people dont realize this,2
